text,polarity
\لازم نقلع عشان مصر\ مقولات مأثورة للسيسي ?? ,Negative
@man_2060 @alambratwr_q8 @mbuyabis علشان مش هنشترك ف تحالف  وعندنا ارهاب من فلسطين وتركيا وقطر وايران ,Negative
@mnqbacom نسال الله السلامه وان يفرج هذا الكرب ,Positive
أجمل التهانى  بمناسبة المولد النبوى الشريف http://t.co/K1D3ihshAF ,Positive
#ذكرى_سقوط_الاأندلس 2يناير النكبة.. ,Negative
@GhassaniZein مساكم طيّب المقام ..و نور الظلام ..كل عام و انتم بخير بمولد سيد الأنام ,Positive
@ity_tota  قصه حزينه علي السريع ,Negative
و اللى ذاكر غصب عنه راضى ذل المشاعر ,Negative
الحمار المصدق ان السيسي انقذ البلد هو نفس الحمار الفاكر ان الازمة الفلسطينية هتتحل لمة الامم المتحدة تتعترف بفلسطين دولة ,Negative
يارب إني متوكلة عليك واثقة بوعدك راضية بصنعك محسنة الظن بك ومنتظرة فرجك فأنت حسبي ونعم الوكيل . ,Positive
استمع إلى سامي يوسف معلم من خلال mohammed.fso #np on # على SoundCloud https://t.co/0iOELvt40g @SamiYusuf صل الله عليه وسلم ,Neutre
@BintAbod بيتنا ان شاء الله مش هنغيره #ShereenYehiaArmy شيرين يحيى ,Neutre
جمهور عطاء المسابقه تبدأ الساعه ?:?? ، اتصلو من الساعه ?:?? قبل الضغط .  هاذي ارقام الاتصال 0545595214 0566756322   #ZDRSEDK4 ,Neutre
الفاطمية نسبة الى فاطمة الزهراء كما يدعون ولكن ذهب كثير من المؤرخين انهم لا يمتوا لال البيت بصلة بل هم ابناء ميمون القداح ,Neutre
شو تفسير هالحلم .. مبارح حلمت إني ماشي بشوارع #مونتريال الكندية وبجانبي تلك الفتاة الروسية حيث اشترينا القهوة بن العميد من أحد الاكشاك هناك ,Neutre
@8_rere @Salma1412 ربنا معاكم يا حبيبتي http://t.co/mGoPjJknRW ,Positive
لن ننسي #الأندلس ,Neutre
تحية لزملائنا في التدريب الفنـي يحاولون جاهدين كفريق مميز #ضباط و #أفراد إعطاء أفضل روية للخدمات الطبية، يوم الأحد (أمتحان 4/1) #كل_الأحترام ,Positive
اليوم عرفت انو فلسطين كانت تمتد من الجنوب لحد السعديات ع طريق بيروت ,Neutre
شهر(4) أكتر أكلة مفضلة عندك؟؟ ,Negative
يا عم اتكلم دوغرى ,Negative
#إحتفل_بذكرى_مولده_بإحياء_نهجه_وسنته .. .. ..  ؛:\\\\:؛ .. .. ..  طبق كلامه . إنشر رسالته وسلامه.. ,Positive
الحمد لله #ختام_المجرة #دخلنا_2015_وما_زال_الشعب_السعودي #قل_كلمة_حلوة_في_العام_الجديد  #ابوفريح #HappyDonghyukDay http://t.co/UrN7rIUZ1x ,Positive
في ناس محتاجه تتعلم إمتي تسكُت زي م إتعلموا يتكلموا. ,Negative
(((( إن  أحقر. #المنافقين. من. سرق. الأرزاق. ليشتري. بها  الأخلاق  بقناع. #النفاق )))() قول قلته ,Negative
ربنا ادنا العقل عشان نفكربي عشان كده قبل ماناخد اي قرار في حياتنا لازم نفكر كويس في منتسرعش حتي لو احنا شخصيات متسرعه يوم ماناخد القرار نفكر ,Neutre
لما حج رسول الله صلي الله عليه وسلم حجة الودع اسند ظهره الي جدر الكعبة وقال ,Neutre
قالك 1.6 مليار هيقتلوا 7مليار عشان يعيشوا ده علي اساسا ال7مليار مسالمين  ومقتلوش المسلمين وقتلوا بعضهم في ابشع مجازر http://t.co/2Ln7xURIjS ,Negative
الجسر في ذكرى المولد: للتمسك بنهج الرسول  @samir_jisr http://t.co/uru8Cpp43b ,Positive
ميلود سعيد عليكم و على جميع المسلمين ان شاء الله ,Positive
@muhammad_3emara دعوة حلوة لأخوك قبل ما يسافر يا شيخ دكتور :))) ,Positive
@3bdelaziz_ مين اتسجن ؟ ,Negative
@EtisalatMisr لما عملت الكود *566# اكتشفت ان الرصيد طار يعنى ,Negative
يقول المثل #الكيني: إذا اتحد أفراد القطيع ، نام الأسد جائعاً  #دروس_عبر ,Neutre
الخارجية طلبت تأمين الحماية لبعثات #لبنان في البرازيل وتشيلي http://t.co/oZmK6OJmUR ,Neutre
انا عمري ما عديت بضغط نفسي و عصبي و جسدي زي اليومين اللي فاتوا دول قبل كدة. و ياريته بفايدة. ,Negative
دمتم سالمين ,Positive
@midoahm مع اني كان نفسي تبقي مدير فني بس فعلا انته بتحب النادي وبتخاف عليه وبتدعمه من اي مكان وانا عارف انك بتعد نفسك اكتر واحسن من الاول ,Positive
@elpirens عاوز اروح عبد الحميد بدوي، جنب كنتاكي وماكدونالدز ,Neutre
@Nashwa14 @____yasser____ دا بيقول انه من الاوقاف وبصراحه القناه دى اقذر من الجزيره ومنتهى السفاله انا عن نفسى اتعصبت ودمى اتحرق ,Negative
@QuotesHamdan و انت بالف خير يا محترم ,Positive
@ToOoTaZ @ShereenYehia10 #ShereenYehiaArmy مينا معاها ؟ شيرين يحيى ,Neutre
نريد ان نعرف او يقولو لنا كم هي موازنة مجلس النواب اللبناني ,Neutre
اذا جاء أجل الله لايقدم ولا يؤخر - الموت اقرب اليكم من حبل الوريد 0 اتقوا الله واعملوا العمل الصالح وقولوا القول الحسن ,Neutre
@tarkieb @altariekh النصاري يزعمون أنهم سكان مصر الاصليين وهذا خطأ كبير ,Negative
يحتضن قلبي أحبة مميزون يعطرون أيامي بشذى محبتهم أنار الله باطنهم وظاهرهم بأنوار أسمائه وكحل بصرهم وبصيرتهم بأسرار آياته ويسرأمرهم وفرج كربهم ,Positive
@1987Assy  3 وكما أننا نسعد أن نري كل العالم بخير وسلام وآمان ,Positive
@ean_sf يييييييي شو هألحظ ,Negative
@ozainaalaكيفك يا فارس كل عام وإنت بخير أحلا مطرب ,Positive
@Soskaanl بنحاول نتعايش اهو فى القاهرة الكئيبة ,Negative
@LazWd جزءً من الإمبراطورية البريطانية. مكتوب بشكل رئيسي بواسطة توماس جفرسون ,Neutre
@sl_889 @ELAdlMedhat كلنا يا دكتور مدحت يسعدنا نشوف شيرين يحيى مع حضرتك وتطربنا بصوتها وتفرحنها #ShereenYehiaArmy http://t.co/pQqY1j2vO1 ,Positive
#معلومه .. اسم حسن شحاته متطرحش غير لما ابنه قال الخبر ف الاعلام .. كل الاتجاه لمدير فني اجنبي ,Neutre
النجمة رنا سماحة   @ranasamaha9t لديها رصيد من الاعمال الناجحه  نتمنى وجودها بقائمة المرشحين هذا العام @TheMurexDor  #RanaSamahaTeam ,Positive
مع اجمل و اخف دم بنوتة ف مصر ?? @ ساقيه عبد المنعم الصاوى http://t.co/QwPLhLXNZP ,Positive
@efc09598a012432 وحضرتك طيب وبخير وصحة يارب ,Positive
@Kenzaa_Morsli كنووووزة عسسسسسل عسسل ,Positive
@Shereen_meen2 ربنايخليكي يااااااااااارب http://t.co/Ty13XZu14O ,Positive
@moo1000g العقل السليم .في القلب السليم ,Neutre
@Salem_JR ميييرسي ,Positive
و ادى حال الدنيا !! ,Negative
#MinaAttaKingdom  فانز شيرين لو سمحتوا اطلبوا نجمتكم لوحدها احنا عايزين مينا لوحده من حقنا نشوف مينا وبس  ليه لازقين في مينا علي طول استفزاز ,Negative
تشكيلة الليث بالدور الثاني         وليد اسطا     مرشدي    خطاب    معاذ     عطيف    خيبري رافينها          بارك هزازي   اجنبي  هل ستنجح؟ ,Neutre
خلى السعادة عاده حتى لو بزياده اعمل خير من غير ما تسئل ايه الاستفادة ?? ,Positive
#وائل_كفوري يتصدّر للأسبوع السادس على التوالي ويحتلّ المرتبة الأولى  http://t.co/Xyfoz0FqzL …  @kfourywael   . http://t.co/YBMUhOJKKB ,Neutre
يارب صلي على الهادي نبينا ?? ,Positive
لكن لما تشجعه من صغره على الجهد اللي بذله في الوصول للمعلومة انت بتشجعه على انه يتعب على نفسه .. فيطور منها و بالتالي قدراته العقلية تزيد :) ,Positive
حلو المقال .. ,Positive
قائمة الشخصيات الأكثر تأثيرا في وسائل التواصل الاجتماعي  @MohammedAssaf89 الثامن في الاردن http://t.co/HeiEJcTsKb ,Neutre
@BogyYousri قلبك عامر بالايمان :D ,Positive
#مفهوم_الرجولة خاليك جرئ و اتكلم ف الوش   لكن الكلام  ف الضهر بتاع الجبان ,Neutre
#القدس أكد خالد الصياد مسؤول تجمع قدسنا الرياضي  ان 4فرق مقدسية تتنافس يوم الاثنين على كأس الانطلاقة تي تنظمها الاكاديمية الفلسطينية ,Neutre
سَـأنقُـل اشتياقي لـك من { سنـة } إلى { سنـة } ..  #ماذا_تقول_لمن_يحبك ,Positive
@iEyho عدد الـ رتويت قليل جدا الكل يدخل يعمل رتويت + فيفورت https://t.co/Cvwq5BYYpV … مينا عطا #MinaAttaKingdom ,Neutre
يعيش كل واحد فينا حياته و يعاني الامه و كانه وحيد على هذه الارض ... و يرسم نفسه داخل قوقعة اصغر من رأسه و يظن انه اكثر الناس شقاءا... ,Negative
الأمل هي تلك النافذة الصغيرة ، التي مهما صغر حجمها ، إلا أنها تفتح آفاقاً واسعة في الحياة ... اللهم لك الحمد :) ,Positive
مين كان قالك ضيع حبك وارجع دور تانى علية  https://t.co/4iz9P5JI9X ,Negative
#مولد_الحبيب_فجر_جديد حبيبى يارسول الله اللهم صل وسلم وبارك على سيدنا محمد وآله وصحبه أجمعين ,Neutre
: طول ما انت بتحاول تفرح الناس ربنا هيبعتلك اللي يفرحك =))\ ,Positive
@DimaEleiwa مصر بتقتل والمصريين عادي مش غريب عليها تقتل أي حد ,Negative
@Hadeezz الناس بقت مفترية اوي .. ,Negative
@a_sayyad تحيه طيبه للأستاذ ألمحترم  أيمن ألصياد ,Positive
اسرار في قلبي ولا تتكتم ولا يفهموها الناس ,Negative
شهر 2 دا انيل شهر في حياتي ,Negative
ما دمت تنوي الخير فأنت بخير .. ,Positive
تنزل من بيتك عشان تتحول لفلوس فعين سواق التاكسي ومعاد في عين سواق باص الشغل و رقم في عين مديرك في الشغل ترجع تتحول لزحمة فعين اي حد مروح ,Negative
اهدنا الصراط المستقيم .. ,Positive
@masriya98 حبيبي يا رسول الله http://t.co/wdLgiikZTk ,Positive
حبيبي يا محمد صلى الله عليه وسلم http://t.co/VSXzJC8jWM ,Positive
سَيأتي فَرحٌ كَثير ..!! لَيسَ لأنَّ الحُزن قَليل ، وَ لَكِن لأنَّ الله كَبيّر ,Positive
@loooloo66000 @rasha_khaulya @kosai1khauli يسعد مساكي ومسا نجمنا المبدع http://t.co/uu7yJEHaQg ,Positive
